useful,comment
,geopolitics has impact on business
,I understood we still have chance to take the leadership globally.
,"The course is very excellent, it helps me understand the way to be a diplomatic and a successful political leadership in the future, and helps me understand the world's political views very well.   "
,Thank you
,"It was good learning. The facilitator mentioned about ""Data Free Flow with Trust"" in the discussion. Innovation and digitalization are inextricably linked. Enhancing digital security at the international level is very important. I think there are things that individuals and companies can do too. Thank you."
,insightful
,"Interesting thoughts especially on the issues on digital media in Japan. "
,I think there will be a regulation on fake news in Japan sometime soon.
,insightful
,I was impressed that printed news will be disappeared then printed books will be surviving.
,I know better the functions of the social media and I will chose the one very real to its information.
,It gives an insight into digital media and how it can support in lots of way.
,I will use new knowledge about marketing and strategies in scientific work
,"For me the values Vs the Digital Media. "
,"The digital transformation is inevitable, so we need to carefully consider how we interact with the digital world. Education of the digital for the next generation is important. Before that, we should also have the right knowledge. Thank you."
,"The difference of regulation in each area. "
,"Ensure/check if the provider of platform abides with the data privacy rules of the country. "
,insights
,Getting data work on it and analysis it according to processes
,"Data recognition varies by country. As an individual, I want to understand and handle data correctly."
,This is a very tricky topic and neither the public or private sector would know how to handle data properly.
,"It was interesting to hear that data is non-rival goods.
We often say data is next oil but she provided us the distinction between data and oil "
,"The discussion deviated somewhat from the agenda, but the three panelists and facilitator were knowledgeable and very informative. One of the steps for Japan to become a country of innovation is to embrace diversity, communicate with foreigners, and embrace culture and inspiration from other countries. Thank you."
,rethinking my dreams and understanding the underlying reasons why they're my dreams.
,It is an interesting consideration that Japan is not a homogeneous country.
,"It's vital for all Japanese to realize what we have now and what we have made in this 2 or 3 decades though, we need to rethink of exposing ourselves out of comfort zone. "
,"I think this session taught me about the importance of not ""winging it"". Perhaps the session was supposed to be an example of 'disruption in action"" that it was all over the place - with no clear objective nor outcome. It was a bit of a hot mess actually. "
,it doesnt really worth of watching honestly.
,Great discussion
,"This is great course seminar. Constant innovation could help us face uncertainties in our society.  "
,the panelist view about the changing structure of Japanese society with debates in comparisons to US seemed quite contrasting
,"simply in the word of choices of a better society "
,great insights!
,"Deepening in understanding "
,"to disrupt something is not bad at all and by doing that, we can change the situation much
 better than now."
,"Very good, and new idea sharing from all of them."
,"Good communication regarding Japanese behavior "
,"Understanding ZOPA and BATNA of both parties is essential for a more successful negotiation, where both are mutually satisfied with the agreement."
,By expanding our own zopa and treating own batna's flexibility can create unlimited possibilities and solution
,It's important to consider the win-win scenario during negotiation
,I can use for approaching buying property or booking events/marketing.
,"Understand BATNA and ZOPA before entering negotiations, and try to be flexible about own ZOPA values in order to get a win-win solution"
,"I can learn to apply when I make a deal with partner. Also to know if I am still in the game or not , when to proceed with the negotiation and when to walk away or not to proceed at first place."
,"very good structure to guide someone on negotiations. Eliminates waste of time and effort. "
,"Always remember ZOPA & BATNA during negotiations
"
,"When I negotiate with someone, I'll try to understand each one's ZOPA and BATNA and find better option to reach a deal."
,"In my task of credit, negotiation with front menbers is a main process."
,I’ll pay attention to ZOPA and BATNA when I negotiate with my clients.
,Practice with small negotiations
,to integrate when i got new candidates for interview session
,It was good to know about the idea of win win situation. I can use this in negotiating with our speakers in the seminars and create situations that are win win for both of  us.
,parent meeting and instructor consultation
,Thank you
,"If I have difficulties in future negotiations, I'll try to know the opposing party's BATNA and expand ZOPA."
,something new for me
,I can utilize this knowledge to make a better negotiation with various stakeholders.
,NA
,good knowledge for negotiation!
,"coming to a conclusion with best possible alternative
"
,By understanding my clients Batna and knowing my own Zopa well
,"ZOPA and BATNA is good when both parties are ready to negotiate. I am more equipped at seeing if people are ready to negotiate. There are many situations when the other side views theirs is theirs, and what is yours is theirs. Z"
,negotiation
,I will be able to apply this learning in dealing with suppliers for publications - printing purposes. This allows me to know until where I can make a deal and until where they can offer me.
,"Learn how to negotiation and have insight of the deal
"
,I can improve my mindset when going into a negotiation by aiming for a win-win outcome
,"By first establishing my BATNA, followed by the other party's BATNA, thereafter identify each other's ZOPA for negotiation to begin.  "
,"Feels more confident in negotiations "
,"I knew this before but it was interesting to try applying to given cases "
,It was quite interesting.
,to negotiation with buyer.
,It is a good remark to use for my husband.
,"When I negotiate with someone, it’s a good idea to deal with."
,"In negotiations, BATNA is important but it should not only dependent on it. Consider the ZOPA where each party has win-win outcome."
,Win-win mindset in negotiations.
,With the support of driving sales with a range of products especially on Branches that are performing this will help in driving higher performance while branches not getting demoralized thinking they have already achieved why must they contribute more
,Negotiation belongs to my daily routine. I can always take a look and try to understand better other side and try to expand ZOPA
,"When I negotiate our sales price with our customers, I can use ZOPA and BATNA. I should always think thier ZOPA and BATNA."
,ZOPA and BATNA can greatly help me in supplier and client negotiations. It can also help me in my daily life purchase decisions and balancing relationships.
,"I need to understand what my client's BATNA is and what makes our ZOPA bigger is. Also need to make my BATNA flexible. We need a WIN WIN situation. "
,Easy to understand!
,"I will apply ZOPA to deadline of my project.
My project is to develop our company's system, and I have to make appointment conferences so many time. In these cases, ZOPA is useful to adjust schedule of my party's."
,"I can apply this concept in my job.
I will ask my clients the highest interest rate Which they can accept. Then I can adjust the rate in order to get a win-win conclusion."
,I should think about ZOPA and BATNA to negotiate with someone.
,good one
,Good
,I will use a favorable pricing policy for the client.
,Trying to understand listen the opposite and prepare myself about Batna and price.
,Negotiation is not just random thoughts or conditions thrown out to an opposing party in order to get back as much as possible. It requires brainstorming and condition organizing for an efficient outcome. This lesson taught me that. I will take note of all this and will apply it later on.
,"It will be good knowledge to expand the scope of work and expand working space. Support for negotiations and utilities ZOPA and BATANA "
,Make me a better & more flexible negotiator in order to close more deals especially sales negotiations.
,"It was my very first time to hear the term ""ZOPA & BATNA"" which makes me feel that I could have done better in the past if I knew and understood this concept.
Next time I do have a chance to negotiate, I will definitely keep this concept in mind."
,I will apply when I negotiate with collegues.
,Apply for consult with Instructor
,"It is very important with my daily life because if we know the BATNA 

Our work it is WIN WIN"
,both external and internal negotiations
,We will know the way how to negotiated and use ZOPA and BATNA in our job
,"The importance of negotiation to reach win-win situatuin. "
,This skill can be used in man-hours and equipment adjustments when conducting experiments.
,"Never give up the negosiation from the first place, there is alwasys altenative way you can chose."
,I will really understand how and when to implement the Zopa and Batna.
,It may help me during slary negotiations on interviews.
,"I found that negotiation is not insisting my opinion and sticking to it, but finding a mutually acceptable outcome. 
Communication is always the key so I’ll keep in mind what I’ve learned from this course."
,Negotiations with suppliers
,"While we are on quarantine, staying at home 24/7 with your wife can be a tense situation. Agreement must be reached by compromise within the ZOPA because your BATNA is sleeping outside the house and catching Covid-19."
,"Careful consideration of options to arrive at win-win negotiations "
,for scientific activity
,learning the better way to mutually beneficial argument & learning to walk from an argument
,"I can use this when talking to our instructors regarding deadlines, proposing decisions to management about certain issues, staff management and proposals."
,There's always many ways to expand the zone of possible agreement by more flexi approach of our traditions in order to get hdeal done!
,Always treat my BATNA flexibly
,"It's important to think and act with ZOPA and BATNA for win-win situation. "
,"to reach a win-win agreement among the parties, ZOPA and BATNA must be considered carefully"
,Improve negotiation skills using concept of ZOPA & BATNA
,I would like to consider ZOPA and BATNA when I negotiate with my customers.
,"I understand more how to negotiate a problem, and also need to understand what we have, what we can pay for achievement. "
,useful on small company.
,Q6 was intersiting !
,for negotiation
,Negotiation with extra vendors.
,"Negotiation with stakeholders when it comes to complying with financial reporting standards. Most of the time, they always push back that our requirements are too inefficient for them to operate."
,"It give me insights on how to create course of action in terms of hiring, managing decisions and other business negotiations. "
,Negotiation skills
,Negotiation to a win-win situation
,Nice course
,I've learned that it's best to make sure deals are win-win for both parties.
,In cases when  two or more partys' intensions are opposite
,l’d like to try to be conscious of ZOPA.
,Great reference on negotiations.
,to make deal for additional house-land reasonably
,Useful for ordinary life
,Can be used in everyday negotiations as well and help practice thinking skills
,It makes negotiations not just for work but also for your daily activities a lot easier since you can gauge how much more can you negotiate without sacrificing anything on both parties.
,great!
,it's easy to understanding ZOPA and BATNA.
,I will be apply my job for pratice about negotiation in each my job and think more about how to think the way is better than now.
,"Making an agreement with each other "
,Good for difficulties in negotiation
,"Understanding the ZOPA and BATNA is important in presenting recommendations to the Instructors. In our consultation, negotiations whether to apply the recommendations or not always happen."
,Negotiating with municipalities
,it will help in negotiations
,It's can help us to weight the better supplier.
,I try to keep win-win scenario in mind when negotiating with my job
,very good knowledge
,connect the idea of daily life to business
,Job
,To be more creative
,"Supports should also be seen in moments of failures because it gives your colleague an affirmation that he/she is also a human and everyone understands that he struggles because of the standards he or she did not met. Life is hard but we need to focus on one the philosopy that failure is a an opportunity to learn and discover. "
,Interesting perspective from Jazz player.
,"To someone who wants to plan things ahead before showing up, it’s anxiety-inducing to improvise. But I think, a change of mindset could help (like that of a kid) not to be bothered of what others might think but to focus on the goal and just go with the flow. 15 mins/day I believe can do wonders."
,"It was unexpectedly great contents, in which I learned a lot."
,Very very interesting!
,the seminar focused more on the idea of improvising depending on the situation. It also emphasize the make failure as a way to improve the ability. Failure is  an opportunity to look for another option.
,Really had good insight on being improviser. Being fully present is some thing need to work on day by day.
,He has changed my mindset of looking at failures as feedback which could be used to achieve success later .
,the leadership and innovation model inspires.
,"It was convincing content that is directly related to daily practice, not only theory. Thank you!"
,Very good seminar!
,"I really love the quote ""Everytime we fail, we fail better"""
,Superb!
,"Every decades the meaning of leadership developed so we need to be updated "
,"Excellent course I will adapt it with my job and innovation them
"
,I like the idea of not listening to myself in a conversation. I will try on the next business meeting I have
,"1. to create the new thing and innovation
‣Thinking back to my childhood and setting my mind empty
‣and making a new idea like playing jazz
2. how to work
‣trying to concentrate 100% and deeply into the meeting and communicate with others
‣always think about the work casually and set up my mind for my presentation"
,Love.
,"Yes, I will apply with my work and daily life
>Listen around me, not only listen myself. (Try to have conversation)
>Learnt from failure (failure as an opportunity not as a complete disaster)
"
,Liberal arts for business
,"It is a big motivator for me, to be a good model leaders for the future."
,"economic "
,"understand the characteristics of an industry
"
,To achieve new investments from shareholders
,Helpful to indicate effective approaches for own one's businesses/
,When I want to know more about a new company I would like to make a target for sales.
,Great start to understand market strategies
,To determine effective strategies if a company needs to diversify.
,helpful in developing competitive strategies
,"If in the specialized category, I should consider increasing specialty as well as increasing volume. "
,New biz planning
,"Good learning "
,To re-assess competitiveness or strategy of my company and make strategy for daily business especially in the scene of creating new business or products.
,The advantage matrix is an effective tool to understand the characteristics of the industry in which we are operating and formulate strategies to improve competitive advantage.
,"assesing its own business, it's very useful to classify those area."
,Determining what type of business you're competing in can help realign your marketing efforts and other revenue-generating activities
,This course made me want to take a second look on our business and the industry we belong to.
,I can understand what kind of business I'm going into.
,"Great, amazing course easy to learn. "
,a better understanding of respective industries and to formulate the proper approach and application
,Distinguish the characteristic of the business
,analysis work
,good
,To judge my company’s new business is proper.
,"This course is a good way to understand the position of a company in term of uniqueness and volume. "
,Can further analyze what type of innovations can be served to franchise applicants to speed up their application process. This can increase the company's revenue by having more franchisees.
,Trying to clarify my business and utilize 4 advantage matrix to apply.
,advantage matrix is a very good tool in order to undertstand the characteristics if industries
,To understand what advantage my business has and work on it
,interesting analysis
,To know the position of own business and get a idea of business plan.
,to assess the industry
,This help me to analyze and make decision which industry to enter for new product/business
,I will be able to apply this when I brainstorm with my team regarding strategies we can employ for marketing and branding.
,Help to understand respective industries and develop effective marketing strategies
,Good lesson
,"Complete "
,Good
,Useful for analyzing various data
,analysis of questionnaire from customers
,great course. love it
,Utilizing it to analyze th number of student.
,scatter plot will be useful to verify hypothesis.
,Appropriate modeling is based on secure understanding on situations.
,"This is very useful method to help us make decision in business. I would use this business analytics knowledge into sales analysis, annual plan analysis and marketing analysis."
,Useful info to analyse data using numerical value
,approximately
,Excellent course to help me understand the meaning of formulas and modelling
,approaches is useful to aproximate the values for making right decisions
,Can be used for decision making
,for business analytics
,To analyze data reliable
,in every scene for analytical purpose
,"Many thank to this lecture.
and thank EXCEL.
 "
,I understood regression analysis can be used even in daily lives.
,"The different approaches and variations "
,"Able to do analysis more precisely. "
,A bird eye view of using statistics to take appropriate actions to improve business results.
,"1.ใช้ข้อมูลในการวิเคราะห์ผลประกอบเพื่อตั้งเป้าหมาย
2.การวิเคราะห์ปัจจัยและทางเลือกที่จะทำให้ธุรกิจสำเร็จ"
,"Learning everyday and meeting people everyday are very important to do business. "
,"In addition to learning what is important for future start-ups, existing companies are also important to practice a healthy corporate culture and strategies to adapt to the external environment to generate good ideas and innovations and to drive growth."
,Yes. This is really useful for people who would like to start business and gain a lot of lessons from this.
,We can use in mrket development.
,I agree that good preparation meets business chances.
,I understood what DiSC is.
,"Digitizing traditional style dramatically is not easy, but it has to adapt to the external environment. In the final preface, I can agree that women who seek executive positions they need to better understanding of business and prove it. Thank you for the useful advice."
,Very impressive seminar!
,">>Thank you for beautiful training for motivate me about good customer service (team work/team trust). ""Roomba"" and 
>>When have a lot of mistake problem don't not give up."
,"great idea : understand your mission, what you want to do. If you win, you will have a good reward, if you fail , you can do sth else."
,Noted
,I would prefer theory Y.
,"This course gave me the idea of the importance of understanding the staff's satisfaction level in the needs of their motivation. I can utilize this knowledge in my practical life.
Thank you very much."
,It supports how we remote work based on X and Y theory.
,Thanks course. It will be useful for me to think about the limitation of human management.
,Good one
,thx
,I am going to apply this theory considering team members attributions
,"The Y theory is ideal. If the company has no major problems and the country's situation is stable, I think most are styles between X and Y."
,It is important to clarify which theory we are based on when thinking about employees' motivation.
,"by studying this course I know better how to analyze any theory before making any decision based on the job that I done or jobs that will be done at my ministry.  "
,I want to be a person Y who can work hard and effectively at remote work.
,"I would like to use this framework for team building. "
,"In order to improve the business performance of their team, managers have to choose between X and Y theory approaches effectively depending on the configuration the business is operated in and the types of staff they manage. "
,This provides a good viewpoint on how to manage employees.
,I'd like to identify the characteristic of subordinate easily.
,It is important to think which theory will match my team. I need to consider it carefully and choose the best one.
,"When I will be a top level manager, I will use the theories to manage subordinates."
,"AI can be used for everyone in simple way in the future. Great Speech, Good opinion."
,"Impressed "
,"Nice presentation & discussion on Japanese values. "
,To provide leadership in my company.
,"Customer, company, and competitor is a right order for analysis"
,I can find the problems of a company
,Think about competitors when making a strategy of our company's sales operation.
,I would like to use this strategy to improve our team’s action plans and to discuss my client.
,It is important to think of customer first when analyzing 3Cs.
,I felt that I should know about different departments in my company so that I could understand my company’s strengths and weaknesses.
,I enjoyed learning this  course.
,For strategic planning.
,3Cs analysis is the start to look at your own business.
,"I learned that not only checking my companies' situation will not fully support the analysis. "
,I will use this 3Cs analysis  when i think about what challenge my client is facing.
,3Cs understanding is important in bussiness development.
,3Cs analysis is important to recognize the strength of my company in the market.
,Competitors analysis should be done both quantitatively and qualitatively.
,OK
,It's important to realize the motivator.
,"It is necessary to make balance between motivators and hygiene factors in order to make maximum benefit to our company. "
,It is interesting that satisfaction is not equal to non dissatisfaction and that dissatisfaction is not equal to non satisfaction.
,Tnx
,I can apply the learning from this course to my job such as I can finish my task on time. Motivation Theory is very useful. I can adapt into my daliy life.
,To review my thought on my business
,"The opposite of satisfaction is not dissatisfaction. So is the vise versa. Recognition, challenges promotion are some factors of motivators. How do I feel? I am not dissatisfied, but not satisfied, How is my team?"
,I will pick up some aspects of motivators  and some points from hygiene theory to increase productivity and satisfaction at my workplace
,Motivation improves the satisfaction but it doesn't mean reduce the dissatisfaction. It is better to understand the motivator and hygiene factors to apply at my work place. Thanks for this good lesson.
,I think it is important to consider  about factor relatede with satisfaction and dissatisfaction for management
,"When analyzing/making reviews with members, this theory can be used to understand their current state of mind towards their work on hand."
,I would like to look for my true motivation and hygiene factor in my career.
,"I can use this to manage my team. "
,"Lack of motivation persisted for a long time, morality fell, and it became a company culture. Not only the manager but the company as a whole should improve."
,To cultivate members to be self-motivated.
,I would like to consider motivation of members in my team to achieve our goals.
,This is useful to increase my own motivation
,great!
,I was convinced by the point that “Being not dissatisfied is not equal to being satisfied”.
,Managers must closely monitor moth motivating and hygiene factors to improve workplace productivity.
,This helps me think more about the motivation and productivity in our workplace.
,"Opposite of satisfaction is not dissatisfaction and vice versa, but a lack of satisfaction/dissatisfaction. That means we have to work on both."
,I didn’t know it was a Japanese concept.
,good motivative
,"Great one "
,"The part that  “Japanese are native speakers of Ikigai” and “our culture based on Shinto system created such value” did not feel right to me. As Mogi san also mentions that Japanese are “not actually a good performer of ikigai”, there would be a certain number of people who are lost in their life with no ikigai, fitting themselves into their society, holding back themselves for others. I would rethink the definition of ikigai."
,Very impressive for me
,To find my original ikigai.
,Was interesting. I want to reflect myself and find my ikigai.
,"Mediocre speech, maybe it would sound inspiring if you could add up inspiring music, and he could step up and talk with more charisma. "
,"Finding your life purpose, Ikigai, is a part of your life journey in and of itself."
,"Even for a very famous winning-award sushi chef in Tokyo, the Ikigai is a very private thing. I’d like to communicate with people from different cultures and find myself by looking myself through them."
,"Reflect what's important in your life, but not necessarily only in big goals, but also daily things."
,I didn’t know the idea of Ikigai is unique. It’s difficult to get to know one’s Ikigai
,I can understand and be conscious of “Ikigai”.
,"I understand ""Ikigai"" as the value of life, the joy of life and the philosophy of life. It is creat my life meaningful and valuable. Thank you, Dr Mogi, he is a good motivator."
,Very interesting. I would like to reconcider how communication with other people affect my ikigai.
,"To do project is best way to improve our skill. Good opinion , Great sharing speech. "
,"I’ll use these to analyze my clients financial
dates."
,"Kind explanations
Gonna check my clients "
,applicable when looking at financial numbers of organisations
,It’s quite informative.
,"To evaluate financial soundness of companies, it's necessary to look at the balance sheet from different perspectives using multiple asset evaluation methods."
,"Difficult "
,"Help me better to analyze a job activities base on time consuming.  "
,It helps me to talk with my colleagues overseas about efficiency in English.
,I can use this when I dodge diligence on my clients.
,"Excellent course, I consider the Financial analysis courses are a must for fully understanding Accounting."
,Analysis of efficiency.
,"The course help me much, after learned this course  I know how to do any analyzing base on  the market situations before doing any business. "
,Growth of the number of customers is one way to measure company’s growth.
,Noted that I have to check not only numbers but also backgrounds or situations to analyze growth of each company.
,"Understanding of the different growth rates permits better analysis of a companies performance and forming of strategies. "
,I learnt how to assess the growth of a company
,"I could nicely organized knowledge about analyzing profitability "
,"Apply the learning to analysis the company current situation & propose the strategy to increase the net income profit with adding value for the activity. "
,Sometimes we find a unique business model by analyzing PL statement.
,"I learnt a lot about how to assess a company's profitability compared with others "
,Interesting! I’m gonna check my company’s
,"I am curious to find out our company's financial statements. Hopefully, they are healthy and able to overcome crises."
,I would like to use this method for analyzing my client to know their strengths and weaknesses.
,"by studying this skill, I know how to do the best for the succession of the company."
,I could judge profitability of acquisition targets by using those analysis methods.
,"Basic concept to capture the company’s efficiency "
,"I learnt how to assess the overall strength of a company compared with others "
,"It takes time for me to understand this course fully, but I would like to analyze my clients with this method."
,I’d like to analyze companies by using ROE and ROA.
,great
,It helps to do very basic financial analysis
,"by studying this course I can define clearly the Strength and the weakness at my working place. It helps me analyze and find a better solutions to be successful in a company and at business.  "
,"From the investor's point of view, ROE is more useful to evaluate the effectiveness of a company's profit-generating capability, whereas ROA is more useful from the business manger's point of view."
,"each and every step is important "
,"Feel like my company is changing now, I wondered these steps are happening."
,"The course is excellent, help me know how to make the changes at any job situations. "
,Good contents. Traditional Japanese companies are not easy to make changes using this step as many of them precede conservative business management. I think that several changes will be necessary for adopting the new normal and 5G society.
,"My company has so long history and we have a lot of traditions so I will ask my boss to change the situation "
,The premise is that we have an interest rate. By the way who wants to receive money later.
,I may use the concept of  time value of money to understand investors behavior.
,"Learnt the value of money in different time "
,great
,very important notions of money value
,Good examples
,I’d like to keep in mind the concept when investing something.
,"Since the interest rate is really low here right now, this theory is useful for explaining how important it is to invest for beginners."
,"I will accustomed with the skill and I will better understanding how to solve statistical data of economic and  report of data base on the time consuming.  "
,Estimation for investment income from the planned business
,Time value of money is one of the most essential concepts when you make an investment decision.
,Think about PV for evaluating a business
,"Need to consider which is better, leasing or purchasing asset based on the cash flow situation."
,DR is a fundamental idea to see the return of the business
,Need to practice how to calculate discount rates to use this practically.
,"By understanding the discount rate correctly, your chances of making the right investment decision will improve significantly."
,Learnt how the discount rate is important to assess the risk of a company and the potential of a business
,great!
,I didn’t know how to decide the rate
,tnx
,"the course help me understand better how to calculate any rate and value before the implementing business activities in the future. "
,This is one of the key concept when we invest.
,It would be interesting to decide on a marriage partner if this method could be used :)
,"risk equals discount rate "
,Using correlation analysis in my task.
,"good one "
,Analyze the relationship between two things or factors.
,Correlation analysis is useful when looking at our sales records.
,It's useful.
,It was good to know that I can use the excel to calculate correlation coefficient. I’ll try to use this when I analyze some correlation date.
,"It is great that the course introduces the use of software in understanding and applying what was being discussed. Now I know that in understanding big data sets, there is a tool that can help."
,Correlation Analysis is useful to reserch market.
,Correlation analysis is useful when understanding connection between things.
,I would like to use this method to analyze how two variable factors influence each other.
,"Key concept for my usual business "
,"to make evidences to support some statement in pyramid method "
,its explanation is even easier to understand than studied in university
,Useful analysis.
,"In order to evaluate the investment options, adequately understanding the cost of capital for each investment is imperative."
,"WACC is useful to see the cost of investment "
,I could understood the idea.
,When I make a presentation to our senior managements I would like to use this method.
,"Difficult, but make sense for me how to decide investing "
,"Decide if a project should be invested or not 
"
,Important concept!
,"Digital strategy is a high priority. "
,I received energy from this session.
,"Analyzing relationships between two different elements "
,"great "
,I can use scattered points to see the correlation between two valuables
,scatter plot analysis is basicallly.
,I rarely have a chance to use scatter plot in a business. But I want to understand this properly and use it when needed
,I understood the tricks and traps when using scatter plot.
,Using scatter plot to analyze data for 2 variables.
,Easy to understand with the examples.
,"I studied this in high school and college, but I didn't use it much in work now. I want to use it for the future."
,ggg
,"Good for analysis behaviour and trend. "
,I can use while analyzing the relationship between two variables
,I would like to use more data and graphs to analyze two variable factors rely on.
,"Finding correlations are important, and taking another step to find outliers and blank spaces can be even more useful. "
,"I can use this scatter plot to analyst sales situation, whether company shall invest money on advertising. "
,I didn't know the significance of outliers and blank space before.
,Easy. But rarely used in my usual work.
,"Perfect. I should pay more attention to the outlier and the blank space "
,"This is a good tool to use to see relationships between variables that we want to look into more deeply, both professionally and even in daily life."
,"I think it is very useful method for estimating but I think it is a little difficult to get the information sources in some countries which have not been conducting survey and questionnaire.
But, I'll try to use this method in my daily life."
,I understood the process of Fermi Estimate through this course.
,I think that  a good way to calculate a rough estimate.
,"Great course "
,I think Fermi Estimate is useful for both business and private.
,"To estimate the possibility of unkown information related to work, which the fermi estimate is helped."
,"This is very useful in situations where not all data is readily available. "
,"Fermi Estimation is a useful method to analyze the potential number of sales, budgets, ... by using hypothesis, equation, data gathering. It can be applied for daily life, for example, estimating how much money should I spend for a certain purpose."
,This could be used when I do due diligence my clients.
,"It's useful course, I will utilize to my current work as well"
,"When I need to predict  the result of any difficulty work I shall use fermi estimate for evaluation   "
,"Whenever a new product or idea is being assigned by management into the new market
"
,"Cross checking is one of the keys to improving estimate accuracy. "
,Estimation based on simple information should be useful for running business.
,Fermi Estimate can be a useful tool to minimize uncertainties when you enter uncharted territories such as venturing into a new frontier market or starting up a totally innovative business.
,I think this method is very useful to consider the potential market size.
,I need to brush up this skill.
,Good contents. I used this estimation method when planning the business potential of the area. The video example was also easy to understand. Thank you.
,I didn’t know Fermi Estimate. It’s easy to calculate.
,"it's great tool to support my logical thinking on my daily job "
,i couldnt get why it ends up with 10% rate.
,I’d like to learn this concept repeatedly.
,This helps when making decision on what to and not to invest on
,"DCF is a good method for seeing the value of investment "
,I can use this thinking when making a judgement of investment.
,Good for investment decision
,Use this DCF method for a judgement of investment
,"I understood how to make a decision before on investment "
,"I feel like I haven’t understood this method enough, but Ive got most of it. I want to know how to apply this method more practically."
,"Easy to understand "
,"new topics for me, but still quite vague to grasp in real life "
,"When making a long-span proposal, people tend to NOT discount the future cash flow to the present value, which is misleading. "
,The efficient way of collecting and separating data without repeating
,in daily communication with colleagues and director
,"This could be used if you were asked for a decision by your immediate supervisor. To fully persuade her, we need to use support our conclusion with facts and evidences."
,"I will try to use this course conclusion my daily job  and learning more to apply pyramid structure to my job and daily life. "
,To make the conclusion for the problem in daily work more logically and objectively.
,I have been using this method for my work.
,Apply a structured tool to solve problems
,"By understanding the production limitations, cost for logistics & provide a good solution for customer's requirements."
,"I gain knowledge about Pyramid Structure and can apply to set concrete action plan base on the factors. Also I can utilize to the communication and how to coaching member as well. "
,Using the pyrmid structure and finding the evidence to complete it.
,"Before I tell someone comprex issues, I will use the pyramid structure to organize the order of the infromation."
,"Communication is a key success in job or daily life, so Pyramid structure is a powerful to organize the smooth idea to communicate effectively. When communicating by using this strategy, the other parties will sure surely what we want to express because we, speakers, have enough evidence to support our ideas. I will use this tool to create a better work environment and effectiveness. "
,I can use this knowledge to resolve some difficult problem.
,I can use the pyramid structure in the office when we troubleshoot issues and design appropriate policy issuance to address them. We usually have technical meetings to come up with proposals and the pyramid structure can help me create proposals that are easily understandable by my colleagues and supervisors.
,It help us to organize and reorganize our thinking for more effective communication.
,"there are so many types of job I face on daily basis. I just make a pyramid on priority basis & done the job according to it.   "
,"As per Pyramid structure, I will take all necessary information to take better decisions"
,"I could apply this logical structure to daily conversations with managers and colleagues, in which more understandable and persuading proposals expedite our business."
,"The Pyramid Structure will greatly help me with management decisions and business negotiations. I can teach this to my team so we can exercise proper critical thinking for all decisions no matter how big or small. In daily life, I can use Pyramid Structure to help me continue living intentionally and avoid being out of course in my journey towards my life goals."
,"Useful in any situation. Especially, When I hear the explanations of my group member , I think that understanding is quick if listening while imaging the structure."
,decision-making situations
,"Allows us to have a clear idea about what we want to achieve. The outcome is a full written statement of the problem + information on its context and other important matters. we can conclude a issue or problem in a more productive manner. "
,found the importance of realizing which stage we are in and changing strategy by the stage
,I’ll try to apply Life cycle Analyst is to my business
,i will apply this learnings from this course to my future career and life.
,"I haven't taken my 'Kokorozashi' (passion) seriously, however unknowingly it has been entrenched my heart every time. After this course, I will start to write some points that describe my Kokorozashi and paste them in front of me, which always guides me who am I? what is my goal? and how should be I?   "
,I would create my kokorozashi to live for my future planning. it would help my decision making process.
,Good tool to use during negotiations. It can be practiced.
,"When I want to buy inspection equipment from supplier, this theory can be applied. And also, when I negotiate with other department to get agreement for something, many concept can be applied, such as BATNA, RV, listen respectively, be sincere and so on."
,I would like to use the right negotiation skill when I work with my clients.
,Its very essential to understand the client and three important elements f negotiation to get award or successful negotiation.
,Environmental analysis is not only SWOT but Cross SWOT for a clearer picture
,"The key to be become an effective manager is to understand the organizational behavior.  The rapid changes of work environment demands both management and leadership skills. Empowerment, providing support and incentives is important to motivate staff to achieve the objectives of the office as well as their self-satisfaction.  There is no fixed formula in how to manage a group or organization.  However, we can apply different management and leadership theories to improve our skills."
,"การทำ Empowerment "
,นำไปปรับใช้ในการคิด วางแผนและการประชุมกับน้องๆ ในทีม
,"Just like the previous lessons, I can apply all the learning on organizational behavior and leadership through application, actually doing it, whether on my team in the workplace or even during discussions with friends and family members. This lecture/course could help me in dealing with challenges that might come along the way of my leadership and management career."
,"after learning this lesson, I found some of the managers or leaders do not professionals in carry out their duties..they need to attending the adequate training before they become as managers or director in of institution of an agencies   "
,The course comprehensively encapsulates the basics and foundations of what a leader needs to know in order to effectively and efficiently manage/lead is or her team within an organization. It also provided me with new information on the relevant theories regarding motivating individuals and/or a group that maybe applicable in my current work environment.
,I will use it for achieve my goals.
,Organize my thinking into more strategic and systematic approach
,Everything we do in life and work is based on logic.
,"Break down a different problem to smaller, this helps us to resolve the problem easily."
,better to find a solution
,"Using the logic tree to figure out the most efficient solution for any problem at work as well as how are we going to carry it out "
,"Costs each part of the value chain must match the added value of that process. "
,Some of the job can be analysed using value chain analysis to see if they provide value added to the product.
,"As a government employee who manages my own team/unit, I can use these learning in motivating my teammates. I can suggest ways to provide for the needs not just of my teammates but for the benefit of the office as a whole. I can also use the learning to assess my own needs and to never stop until I ""become everything anyone is capable of becoming."""
,"In order to apply the management and leadership styles effectively, we must first survey the organizational behaviors and settings by communicating with each employee thoroughly and precisely understanding their capabilities and expectations.  "
